Job Title,Job Description,Company Name,Location
iOS Developer,"What is your role?

We are looking for an iOS Developer who has the passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build our next generation mobile applications.

Responsibilities

1. Design and build advanced applications for iOS platform

2. Collaborate cross-function with teams to define, design and ship the new features

3. Unit-test code for robustness, including edge cases, usability and general reliability

4.Work on bug fixing and improving the application performance

5.Continuously discover, evaluate and implement new technologies to maximize development efficiency

What makes you qualified for this post?

1.Minimum 1 year of experience in iOS development.

2.BE Computer / IT, BCA / MCA, or related subject

3.A deep understanding with Objective-C

4.Solid understanding of full mobile development life cycle

5.Experience with third-party libraries and APIs

6.Working knowledge of the general mobile technology landscape, architectures, trends, and emerging technologies","Inscripts
3.7",Mumbai
iOS Developer,"10 RRF 373 iOS Developer Pune Working experience in iOS development Designing and building advanced applications for the iOS platform Collaborating with cross-functional teams to define, design, and ship new features. Unit-testing code for robustness, including edge cases, usability, and general reliability. Design and build advanced applications for the iOS platform Collaborate with cross-functional teams to define, design, and ship new features. Unit-test code for robustness, including edge cases, usability, and general reliability. Work on bug fixing and improving application performance. Continuously discover, evaluate, and implement new technologies to maximize development efficiency.","Vritti Solutions
4.1",Pune
iOS Developer,"We are looking for an incredible iOS Developer to bring our mobile development to the next level.

Primary Responsibilities:
At least 2 years of web or mobile development experience with at least 1 year of full-time iPhone programming experience using Objective-C.

At least 1 non-trivial, completed iPhone app that has been submitted to the market.

Experience with e-commerce web sites is desirable.

Portfolio of apps developed must be provided.

Required Qualifications: A Minimum of 2+ years of relevant experience.",Paymint Global Solutions,Pune
iOS Developer,"We're on a mission to help millennials reduce their digital addictions. If this sounds interesting, we would like to talk to you.

We're looking for a highly enthusiastic iOS engineer -

Experience & skills:
1-3 years of experience in iOS development
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Strong understanding of iOS Apps architecture and implementation (MVC, VIPER, MVVM)
Prior experience in building Frameworks and SDKs
Proficiency in Swift 4+, Xcode 10+
Ability to actively participate in the planning phase of development
Ability to write model code for functional and nonfunctional requirements and help improve the code quality standard across the team
Working experience with popular third party libraries for networking, async etc.
Ability to create extendable and reusable eco systems & platforms and mobile
Familiarity with Instruments, LLDB, and other debugging tools
Role:
Build iOS mobile products.
Write efficient, reusable and maintainable code.
Be a manager of one: https://signalvnoise.com/posts/1430-hire-managers-of-one
Deliver high performing and scalable solutions to user's problems.
Be open to working on MVPs on multiple platforms to test potential markets. E.g. launching an app on mac OS / launching a chrome extension etc.
Ask questions that expose flaws and gaps, while keeping an eye on the broader context.
Why FunSwitch:
We are on an epic mission: helping millenials around the world reduce their digital addictions (social media, video games, excessive smart phone use etc.).
We are a rocket ship: We move at a fast pace. Our speed ensures that each of us learn and get better each day. You can expect to learn 10x more than in a big, cozy company.
We are all-rounders: As we are a very small team, each of us get to work on and learn about all stages of product development: ideation- >architecting- >coding- >testing- >shipping- >debugging
“Soft” Requirements:
Ability to ship things fast: The most important thing for us is getting products in front of users quickly.
Self-driven nature: You will be the sole engineer for a project in most cases. So, you will need to drive the product here
Quick learner: We are quite agile in adding features and technologies. You will need to keep pace
Attention to detail: We aren’t a large organisation with redundant documentation. So, you must understand requirements quickly
Independence of thought, and clarity of mind: Employees who have been associated with us for the longest time are ones who challenged our status quo and proved us wrong. We love such people.
Job Type: Full-time

Salary: ₹500,000.00 - ₹1,000,000.00 per year

Experience:
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Required)
Industry:
Software Development
Work Remotely:
No","FunSwitch Technologies
5.0",Bengaluru
iOS Developer,"Responsibilities

Design and build applications for the iOS platform
Ensure the performance, quality, and responsiveness of applications
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization

Desired Skills and Experience

Proficient with Objective-C or Swift and Cocoa Touch
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Experience with offline storage, threading, and performance tuning
Familiarity with RESTful APIs to connect iOS applications to back-end services
Knowledge of other web technologies and UI/UX standards
Understanding of Apple’s design principles and interface guidelines
Knowledge of low-level C-based libraries is preferred
Experience with performance and memory tuning with tools
Familiarity with cloud message APIs and push notifications
Knack for benchmarking and optimization
Proficient understanding of code versioning tools {{such as Git, Mercurial or SVN}}
Familiarity with continuous integration

Please send your resume (including salary history), portfolio, and a short letter introducing yourself to info@theory-y.com","Theory Y Technologies
3.4",Kochi
iOS Developer,"1-3yrs of exp in iOS /iPhone apps development Objective-C.

Education:UG -B.Tech/B.E. - Any Specialization.

Should have an exp. in development of mobile iOS based apps.

Must have knowlege of iOS SDK(Cocoa Touch, UIKit, Core Data, Core Location, etc) & XCode.

Good Communication /Interpersonal Skills.

Must be familiar with XML and JSON.

Must have developed 1-2 iPhone applications.","MOBISOFT Labs
4.1",Gurgaon
iOS Developer,"Minimum 3+ years of experience with hands-on iOS development
Must have shipped two high quality applications to App Store
Strong knowledge of iOS, iPhone SDK, Objective C, Xcode 6+, iOS7 and iOS8, Swift,Cocoa
Experience with internet technologies such as JSON, XML, HTTP, REST, AWS, MySQL
Experience with analytics, crash reporting and other third party libraries and APIs
Relentless attention to detail when implementing UX workflows and UI screens
Strong communications skills in both verbal and written
Send us your CVs at: hr@easoftech.com","EaseofTech
3.3",Hosur
iOS Developer,"Design and build advanced applications for iOS platform
Collaborate with cross-functional teams to define, design, and ship new features.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Experience in shipping applications through App store
Required Candidate profile :
Expertise in iOS end-to-end development
The expertise of working on apps with a focus on Memory management, CPU usage, and app size.
Proficiency in OO Design, Objective-C, Cocoa Touch, Swift and iPhone SDK (5.0 and above)
Expert knowledge with iOS frameworks: AVFramework, UIKit, StoreKit, Security Core Motion.
Expert knowledge with standard tools: Xcode, Interface Builder, Instruments, LLDB (debugger), Unit Testing.
Experience working with third-party libraries, APIs, social APIs.
Experience on web service integration (SOAP, REST, JSON, XML).
Working experience in the implementation of mobile applications with custom UI components
Thank you very much for your interest in OakNorth. We are happy to consider you for roles within our group of companies. If we can identify a match between your skill set and our immediate recruiting needs, please expect to hear from us very soon. If we are unable to identify a fit in the near term, please note that we intend to retain the data you send to us so we may contact you in the future.","OakNorth Bank
4.1",Gurgaon
iOS Developer,"We are Hiring for Senior IOS Developer for our Offshore Center in Chennai

Requirements
BS/MS degree in Computer Science, Engineering or a related subject
3-5 years of proven working experience in software development
Working experience in iOS development
Have published one or more iOS apps in the app store
A deep familiarity with Objective-C, Swift and Cocoa Touch","HexaCorp LLC
3.4",Chennai
iOS Developer,"Technical Requirements
Advanced programming knowledge on swift for IOS
Knowledge on building apps like social media apps with all functionalists of industry-leading apps
Should be able to mimic exact designs to development
Custom Camera building
Custom Layouting
Should able to build video / Image editing tools
Good knowledge of Native IOS principles, Deep code customized

Organizational Requirements
Should be able to communicate well.
Analytical and Research thinking
Time Commitments and deliverables without compromising on the quality of output

Educational Requirements
Post Graduation

Job Type: Full-time

Salary: ₹400,000.00 - ₹500,000.00 per year

Experience:
IOS Development: 3 years (Required)
work: 3 years (Preferred)
iOS: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
HTML (Required)
JavaScript (Required)
C++ (Required)
Objective-C (Required)
Swift (Required)
Visual Basic (Required)
.NET (Required)
Java (Required)",Chakravuyha Software Technologies pvt Ltd,Hyderabad
iOS Developer,"Job Title: iOS Developer
Experience: Min 2 years
Salary Range - Rs.2.5 - 3.5 Lakhs
Location: Powai
Required from -Immediately

Job Description:
Should have minimum experience of 2 years in iOS app development
Should have created at least one app in Objective C.
Proficient in ObjectiveC,SWift, CocoaTouch, Xcode, Interface Builder, GIT with strong object-oriented design skills.
Should be able tounderstand server-side software development technologies, e.g. REST, JSON, PHP,RDBMS (mySql etc)
Solid grasp ofalgorithms, memory management, object oriented programming, and MVC Design.
Strong analytical andconceptual design skills; strong problem-solving skills.
Testing anddocumentation skill would be a plus.
Salary 2 Lac 50 Thousand To 3 Lac 50 Thousand P.A.
Industry IT Software - Application Programming / Maintenance
Work Experience 2 - 4 Years
Qualification Other Bachelor Degree

Key Skills

iOS Developer IOS Programmer

Company Profile

Company Name
IBS

About Company HR Consultancy
Email ID intelact17@gmail.com",Intelact Business Solutions,Mumbai
iOS Developer,"JOB DESCRIPTION:
Strong framework outside of iOS is always a plus

iOS experience and generalist engineers with backgrounds in related technologies is a plus

A disciplined approach to development, documentation and file structure

Strong visual design sense and excellent taste

A constant desire to improve, learn more and take things higher

An excellent understanding of networking, mobile network issues, concurrency and threading

Experience working with internationalized apps

RESPONSIBILITIES
Design and build advanced applications for the iOS platform.
Collaborate with cross-functional teams to define, design, and ship new features..
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Have published one or more iOS apps in the app store.
A deep familiarity with Objective-C and Cocoa Touch.
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text.
Experience with third-party libraries and APIs.
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.
Solid understanding of the full mobile development life cycle.
Responsible for working on different layers of the iOS apps.
Help architect and maintain our set of native mobile applications.","Panamon Technologies
4.6",Chennai
iOS Developer,"Knowledge on Apple Guidelines and should have experience on uploading app on apple store
Disciplined, Self driven, and multi-tasker
Good analytical and logical skills
Good written and verbal English communication
Thorough knowledge of MVC architecture
Experienced with Objective-C, Xcode IDE, iOS SDK, Core Services, Media and Cocoa Touch frameworks, SQLite, MySQL
Good debugger and code optimiser
Should have experience in building apps that communicate with JSON/XML, RESTful services
Should have experience with third party libraries and services",eTatvaSoft,Ahmedabad
iOS Developer,"CashKaro uses leading technologies like PHP, MySql, SOLR, Redis, Jenkins, React Native (App), Selenium (Automation), Microservices & more. We are looking for passionate developers, who are looking to build world -class products.

The right candidate must be technically excellent and hands-on.

Must have experience on Objective C & Swift
Expertise in coding and debugging using Xcode and Instruments
Strong understanding of building GUI and intuitive UX
Strong understanding of iOS frameworks, Cocoa touch
Hands-on experience on RESTful API integration
Hands-on experience on Design Patterns & Performance Optimization(network communication and memory/battery efficiency)
Hands-on experience on Core SDK features (specifically QR Scanning), Push Notifications, Deep-linking
Hands-on experience on 3rd party tool integrations [Google Analytics, Branch.io, Crashlytics, Firebase and Payment Gateways integration]
Strong understanding of E-commerce Product Development
Basic knowledge of version control system like Git / Mercurial / Bitbucket
Interested candidates can send their CV at hr@cashkaro.com","CashKaro
4.2",Chennai
iOS Developer,"Our organisation is currently in search for an iOS developer who is motivated to combine the art of design with the art of programming and has the capability to take up challenging projects and bring out outstanding results.

Skills and Qualifications
1 to 6 years of experience in developing iOS mobile applications
Should have worked in multiple iOS projects.
A deep familiarity with Swift 3/4/5 for iOS.
Experience with third-party libraries and APIs.
Familiarity with RESTful APIs to connect iOS applications to back-end services.
Hands-On with Flutter & ReactNative is preferred.
Familiar with Apple Push Notification service.
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.
Solid understanding of the full mobile development life cycle.
Handling AppStore app submission is a plus.
Roles and Responsibilities
Design and build applications for the iOS platform.
Ensure the performance, quality, and responsiveness of applications.
Unit test code for robustness, including edge cases, usability, and general reliability.
Continuously discover, evaluate, and implement new technologies to improve development efficiency.","Dexlock
4.8",Ernakulam
iOS Developer,"Good experience in Swift / Objective-C language / API Integration / Auto Layout
Experienced with Health kit, Home Kit (Smart Home)
Experienced with Vision Framework
Video/Audio/Image editing and processing
Augmented reality (AR)
Experienced with IOT
SpriteKit, SceneKit
Machine learning
Mac OS App / OpenGL ES / Watch OS / TV OS
Blockchain / CryptoCurrency

Experience: 2 to 5 Years

Qualification: Any","IndiaNIC
3.6",Ahmedabad
iOS Developer,This is an exciting opportunity for experienced iOS Developer. Looking for immediate hiring for our native iOS mobile application product development and maintenance.,"ZetAgile
5.0",Hyderabad
iOS Developer,"A professional iphone app developer who can leave a swift impact on the users.

SUMMARY

We are looking for a Mobile Application Developer who possesses a passion for mobile technologies application development & their integration with backend services. As IOS Developer, he /she is required to work closely with other app development and technical teams.

JOB ROLE
Design and build good quality responsive applications for the iOS platform
Collaborate with a team to define, design, and ship new features
Identify and correct bottlenecks and fix bugs
Help maintain code quality, organization, and automatization
Knowledge of App store distribution process

REQUIREMENTS:
B.tech/BE/MCA/Graduate in Computer Science
Proficient with Swift, Cocoa Touch, JSON, XCode, sqlLite and UIKit
Experience with developing hybrid app using latest frameworks like phonegap or ionic framework
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Experience with iOS frameworks such as Core Data, Core Animation, etc.
Experience with offline storage, threading, and performance tuning
Familiarity with RESTful APIs to connect iOS applications to back-end services
Knowledge of other web technologies and UI/UX standards
Understanding of Apple’s design principles and interface guidelines
Experience with performance and memory tuning with tools such as Instruments
Familiarity with cloud message APIs and push notifications
HOW TO APPLY

Send us your CV, and current ctc to our email address hr[at]xieno.com or Use our job application form by clicking the ‘Apply for the Job’ button.","xieno
4.9",Jaipur
iOS Developer,"We are looking for iOS Application developers with skills in designing and building advanced applications for the iOS platform. Familiarity with Objective-C, Cocoa Touch, iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text. Unit-testing code for robustness, including edge cases, usability, and general reliability.",Aagnia Technologies,Coimbatore
iOS Developer,"1. Strong knowledge of OOP Concepts.
Knowledge of Apple’s Xcode IDE.
Frameworks and APIs like Foundation, UIKit, and CocoaTouch.
Apple Human Interface Guidelines.
Strong knowledge of Objective-C or Swift controls.
Basic knowledge of CoreData and SQLite.
Knowledge of Rest API Integration.
Familiarity with iOS 10 and newer OS versions.
Good Analytical and logical skill.

Job Type: Full-time

Salary: ₹10,000.00 - ₹45,000.00 per month

Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
iOS: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Objective-C (Preferred)
Work Remotely:
Temporarily due to COVID-19","CMexpertise infotech pvt ltd
4.0",Ahmedabad
iOS Developer,"For Sr. iOS Developer :
Proficient with Objective-C or Swift, and Cocoa Touch
Experience with iOS frameworks such as Core Data, Core Animation, Facebook SDK, Google Plus, etc.
Familiarity with APIs to connect iOS applications to back-end services
Understanding of Apple’s design principles and interface guidelines
Xib’s, Storyboards, Segues and related
UI design in Auto layout
Parsing JSON
For Freshers Candidate must have done 6 month training.",Bright Roots Software Solutions,SAS Nagar
iOS Developer,"Job Summary


We are looking for an IOS developer who has worked on Swift with minimum 1 year of experience

The role would involve working on a variety of Android applications for iPhone, iPad, apple TV and iWatch.

This is not an entry level position; It would be expected that the candidate is experienced and already has created at least 3 iOS apps which are in the app store.

The candidate would be expected to code/debug/troubleshoot on his own and also provide guidance to the junior members of the team.

Along with strong coding skills, this position also requires the candidate to have problem solving skills to convert business requirements into technical solutions and figure out the challenges and roadblocks during the same.

As such, the candidate is required to fulfill the following criteria -
Knowledge of swift 3 is a must. Candidates without knowledge of swift 3 will be automatically rejected
Cocoa Touch
Fetching data from remote server (JSON Feed) and storing the local storage
Login with Facebook/Google plus
Experience with creating good looking UI
Performance Tuning
Experience in working with Video Playback
Experience in working with apple TV
Candidate must have at least 3 apps in apple play store which can be checked by us. Applications without at least 3 reference apps will be automatically rejected
The candidate must follow good programming practices such as following the DRY approach and keeping code structure clean and optimised for good performance.

Applicants must be able to give reference of apps which are in store, developed by them.

Selected candidates will be called for interview and machine test.

Salary is negotiable, will depend on the skill and experience of candidate. Please mention your current CTC in applications.

Responsibilities and Duties
Converting graphical UI into IOS Layout, knowledge of human interface guidelines
Coding IOS Apps
Ensuring compatibility of app with various devices
Solving bugs and issues with the app independently
aking performance optimisations on the app to improve responsiveness and handle crashes
Required Experience, Skills and Qualifications
Must be experienced iOS developer with at least 3 apps in play store
Must have at least one year experience as a full time iOS developer
Must have at least Bachelor's degree, candidates with Computer Science background would be preferred
Job Type: Full-time

Required experience: Work: 1-5 years

Required education: Bachelor's","Ascentspark Software
4.4",Kolkata
iOS Developer,"JOB DESCRIPTION

iOS Developer

Role : iOS Developer

Experience : 3+ years

Key Skills : XCode, Swift 3.x, Objective C

Role Background

Make your contribution count in every single project. Be part of our global Mobile Apps Team that provides excellent growth opportunities to work on multiple technologies, industry segments and countries.

Key Responsibilities

Design, build, and maintain efficient, reusable, and reliable iOS code.

Translate designs and wireframes into high quality code

Ensure the performance, quality, and responsiveness of applications

Collaborate with a team to define, design, and ship new features

Maintain the project/progress trackers about the development activities

Understand and execute test scenarios/test cases and documentation.

Required Skills & Experience

3+ years of experience in iOS mobile app development

Education Background: BE CS / B Tech / MCA / MCM

Has proven experience in iOS development i.e. has links to Apps on Apple Store.

Experience in building native & enterprise apps.

Has Technical experience on XCode, Swift, JSON/SOAP, REST

Expertise on iOS technologies, web services and building UI for iPhone & iPad.

Experience in using social media API’s, hardware interfacing (GPS, NFC etc.)

Experience using GIT/SVN

Team player with effective problem-solving skills and good communication

Developed apps that have been published on App Store

Willing to work in SEA time zone 7am to 4pm India Time.

Technologies

Objective-C, Swift 3.x, Xcode 6.x

Design Patterns, Storyboards, Auto-layouts

XML, SOAP, JSON, Restful services

JIRA, GIT

If you have got it all..
What are you waiting for?","inteliment
4.2",Pune
iOS Developer,"iOS Developer


Experience : 1-4 years

Gray Matrix specializes in delivering cutting edge digital transformation and technology services which empower global businesses to outperform competition, improve productivity and optimize costs. Transforming IT into a performance powerhouse with our extensive experience in application and infrastructure management. Gray Matrix is a progressive organisation with a variety of projects with all the upcoming technologies with fastest turnaround time. Gray Matrix prefers to work on table turning Ideas when it comes to innovation. While our philosophy is to grow constantly we look for talent who wants to work passionately with us to Run faster each day. We believe that our greatest asset is our people and to attract the best talent, we need to become an employer of choice.

What you will do:
Develop new user-facing features.
Understand Consumer needs, latest product / UX trends, iOS Standards, mobile app features and technologies.
Balancing Consumer needs, Business and Programming efforts.
Able to mentor and guide Junior programmers if any to develop their iOS development skills and knowledge on their jobs to enhance team performance.
Build reusable code and libraries for future use.
You will be responsible to Participate in preparing detailed Software Requirement Specifications.
Optimize applications for maximum speed and scalability.
Assure that all user input is validated before submitting to back-end services.
Collaborate with other team members and stakeholders.
Review and QC your own task before submitting to your superior.
What you are:


Having work experience of using Objective C or Swift, Iphone SDK etc.
Must have experience of Iphone, Ipad or Mac version of IOS.
Troubleshoot system and code level problems quickly and efficiently.
Essential knowledge of Database Technologies like SQLite, SQL Server, MySQL.
Able to work and problem-solve independently.
Transform designs and wireframes into a high-quality source code.
Familiarity with continuous integration and delivery tools is a big plus.
Passionate to explore and implement new technologies.
Good in analytical and logical reasoning and great attention to details.
Excellent coding skills should be able to convert design into code fluently.
Understanding fundamental design principles behind a scalable application.
Thorough understanding of user experience and possibly even product strategy.
A go-getter with a proactive mindset who wouldn’t mind going out of your stated role to get things done.
If you are looking at expanding your Technology Horizon or have constant hunger to work on challenges to quench yourself, this is the place to be. Due to the diversity of responsibilities of the role, the ideal candidate will be a competent and resourceful individual with a passion for Development.

Definitely apply if the description was intriguing enough to interview with us.","Gray Matrix Solutions
3.2",Mumbai
iOS Developer,"3+ years of strong experience in iOS applications development using Objective-C & Swift.
Ability to produce high-quality code with least bugs on deployment.
Ability to provide solutions for a critical technical problem.
Skilled in Object-Oriented design and programming.
Proficiency in implementing pixel perfect, responsive/adaptive design.
Good understanding of application performance measures and optimization techniques.
Good understanding of Dependency Injection frameworks is a plus.
Experience on different data persistence techniques (SQLite, Core Data, User defaults, key chain, Firebase real-time database).
Experience of Agile/Scrum development methodology.
Good knowledge of working with modern source repositories and workflows: Bitbucket / Git / Mercury.
Experience of ReactNative is a plus.
00-6.00 Years","Star Jobs Private Limited
5.0",Noida
iOS Developer,"Work Experience and Technical Skills required:
At least 2- 5 years of experience in iOS development
Design and build advanced applications for the iOS platform
Collaborate with cross-functional teams to define, design, and ship new features.
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Have published one or more iOS apps in the app store
A deep familiarity with Objective-C and Cocoa Touch
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text
Experience with third-party libraries and APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle

Additional Comments: We need an iOS Developer for the development team who can meet their daily development requirements. He/She must have good portfolio. He/She should have worked on a number of live projects.

He/she should be creative, innovative with logical thought process, responsible,open to all kind of suggestions, should have good attitude towards work and team,Takes initiative, Good Interpersonal communication skill, and follow discipline and rules.

We have pick and drop facility from Ruby, Ultadanga, Airport and we work 5 days a week.","Techshu
3.9",Kolkata
IOS Developer,"Experience:- 3 to 5 yrs.
Annual Salary:- INR 5,00,000 - 10,00,000 P.A
Industry:- IT Software, Software Services
Job Location:- Gurgaon
Education:- Graduate/ BE/ B.Tech
Shift:- 09.30 AM - 06.30 PM

Job Description:-

The candidate needs to have firm experience on integrating 3rd party APIs such as Video, Web RTC, Wallet, GCM, AWS, SES. Solid technical skills and consistent track record of iOS application development with iOS store URLs. The person should possess passion for mobile technologies and should be willing to work with existing team of developers to design and build the next generation of mobile apps.

Essential Duties & Responsibilities:
Ability to drive prototype development in quick and effective bursts.
Ensure timely development, implementation of integration projects.
Design and build advanced applications for the iOS platform.
Train, mentor, and share business experience with other team members.
Collaborate with cross-functional teams to define, design, and ship new features.
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Work with business to understand, clarify and shape requirements and translate these into technical requirements.

Qualifications & Experience:
Having 3+ years of relevant experience in developing iOS apps.
Solid understanding of the full mobile development life cycle in iOS.
Deep familiarity with Objective-C and Cocoa Touch. Knowledge of Swift is desirable.
Having hands on experience of integration technologies viz XML, XSD, XSL SQL / SQLite and web service.
Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text.
Experience on web service integration (SOAP, REST, JSON, XML).
Strong OO design and programming skills.
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies.
Experience with third-party libraries and APIs.
Ability to work effectively in an Agile/SCRUM programming environment.
Have published 3 or more iOS apps in the app store.
Knowledge of Big Data, Azure is advantageous.

Physical & Mental Requirements:
Strong written and verbal communication
Strong analytical skills
Demonstrated ability to analyze a problem and identify potential causes and solutions
Demonstrated ability to take a defined problem and develop an algorithmic solution","Swaran Soft Support Solutions
4.4",Gurgaon
iOS Developer,"Job Title: iOS Developer
Location: Vikhroli west, Mumbai
Company: Azul Arc India Interactive Pvt Ltd
Type of Position: Full Time

Position Summary:
Are you looking for a fast paced, engaging new challenge? Do you have good communication skills with a pleasant personality and a passion for the iOS Development? Perfect – we need you! We currently have an opportunity for iOS Developer. This is a great position for a self-motivated driven individual, seeking a high responsibility role with room for growth.

Desired skills and experience:
Experienced iOS programmer with deep understanding of iOS SDK, Swift language and mobile app development.
Minimum 2-3 years experience in developing iPhone/iPad applications.
Strong knowledge of Cocoa and Cocoa Touch Frameworks.
Strong background in mobile design patterns for iOS.
Should have knowledge of Story board, CoreData and QuartzCore and ARC etc.
Solid knowledge in REST API, XML,SOAP and JSON. Strong experience with object-oriented analysis, design and programming (OOA/OOD/OOP).
Flexibility and willingness to learn in a high pressure start-up environment.
Ability to adapt and pick up new techniques and technology.
Ability to analyze problems and identify solutions with minimal direction.
Tools knowledge: XCode 7.2 and above.
Working knowledge in Agile Methodology.
Ability to work on multiple projects at one time.

Responsibilities:
End to end Ownership of the iOS Mobile App.
Collaborate with cross-functional teams to define, design, and ship new features.
Architect and code advanced applications for the iOS platform.
Understanding business requirements and creating customer workflows.
Develop new and existing iOS applications.
Provide estimates on development cycles.
Work on bug fixing and improving application performance.
Deliver across the entire app life cycle concept, design, build, deploy, test, release to app stores and support.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Development based on the client requirements.
Assist in creating functional/technical specifications for new mobile applications.
Test, debug, and maintain the application software throughout the product lifecycle.
Take ownership of project through the entire development lifecycle.
Primary duties include Programming, debugging, UI design, focusing on usability specific to the iPhone application.

You will amaze us if you:
Are a self-starter that can execute with limited direction.
Working with an international team.
Enjoys quality conversations and can share insights on the best practices in software development.

Required Documents:
Resume
References

Now a little about us:
Azul Arc is an award-winning digital design and development company with a soft spot for good food and good people. We’ve been in the business of generating excellent products and loyal clients since 2005. We build technologies that build businesses!

Our team combines creative, UI and strategy expertise in Atlanta with programming development in Mumbai to give our clients the perfect technology solution. Over the past decade, we’ve expanded our small team to a group of over 50 multidisciplinary experts.

Our specialty? Customer-facing applications. Whether it’s a custom web application, mobile app or a website, we’re passionate about using technology to simplify the connection with users.

Our philosophy? If it’s not easy to use or implement, we’re not doing it right. Watching our clients succeed is why we do this every day.

Our culture? We are one team. We’re proud of our diversity and believe that we deliver a better product because of it. We’ve adopted a growth mindset approach that’s about learning by doing!

For information about our company go to www.azularc.com and check out our social pages by searching for Azul Arc (you’ll see more team pictures and what our cool new office looks like).

Check out our business collaboration digital platform that is changing the way companies communicate – www.insite-app.com",azularc,Mumbai
iOS Developer,"What we expect from you?

Collaborate with cross-functional teams to define, design, and ship new features
Continuously discover, evaluate, and implement new technologies to maximize development efficiency
Objective C-Programming and debugging skills
C/C++ programming and debugging skills
Good understanding of Mac OS X, packaging and Xcode
Good understanding of Apple frameworks like Cocoa Touch, Core Data and Networking, Push Notifications, and Passbook
Good understanding of multi-threaded application development, data structures and algorithms
Good understanding of HTTP, REST, XML/JSON
Good understanding of third-party frameworks like Facebook, AFNetworking, Twitter etc.
Objected oriented programming concepts and Design Patterns
Expertise in iOS 6, iOS 7, IDE Xcode 4 & above
Atleast one live application on App Store (experienced developer)
Knowledge on submitting app on AppStore successfully (experienced developer)

Note

Candidates applying for this position need to send us the link to their portfolio along with their CV.

What we can offer

A fresh and inspiring atmosphere with a lot of passionate people
A solid salary and a responsible position in our company
A fantastic workspace you will love

We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, [email protected] :).",big tree,Pune
iOS Developer,"-Design and build applications for the iOS platform
-Ensure the performance, quality, and responsiveness of applications
-Collaborate with a team to define, design, and ship new features
-Identify and correct bottlenecks and fix bugs
-Help maintain code quality, organization, and automatization

Skills
-Proficient with Objective-C or Swift, and Cocoa Touch
-Experience with iOS frameworks such as Core Data, Core Animation, etc.
-Experience with offline storage, threading, and performance tuning
-Familiarity with RESTful APIs to connect iOS applications to back-end services
-Knowledge of other web technologies and UI/UX standards
-Understanding of Apples design principles and interface guidelines
-Knowledge of low-level C-based libraries is preferred
-Experience with performance and memory tuning with tools
-Familiarity with cloud message APIs and push notifications
-Knack for benchmarking and optimization
-Proficient understanding of code versioning tools such as Git, Mercurial or SVN
-Familiarity with continuous integration.","Roamsoft Technologies
4.7",Chennai
iOS Developer,"We are looking for iOS Developer who having experience with iOS Applications and programming languages such as Objective C , Swift.

3+ years of projects experience.
Excellent command over written and verbal English
Working experience Push Notification, Adaptive layouts, Threading, Performance & Memory Optimization
Experience with JSON/REST API 3rd party SDKs, Libraries
Experience in developing and integrating mobile applications for iPhone & iPad
Experience in implementing UI for iOS","Ivitesse
2.6",Pune
