Title,Location,Company,Salary,Sponsored,Description
Quality Assurance Engineer,"Bengaluru, Karnataka",Grab Taxi,None,Organic,"Get to know our Team:

When you're an engineer at Grab, you are part of the heart and soul of the company. Our passion is anchored in the work that we do, and this is reflected in the impact we make on millions of lives on a daily basis. Our team is empowered by creating amazing services and tools that serve millions of passengers, driving partners, and fellow grabbers.

Get to know the Role:
Responsible for e2e test and release of new features with the best quality possible.
Understand the product/feature in-depth from end-user point of view and also the underlying implementation.
Working closely with the Product Manager, Front End, and Backend developers to understand the feature and the implementation to derive and execute feature tests and impacted feature test cases.
Debug failed test cases by analyzing logs and API responses and report bugs with details. Follow-up on bugs to closure.
Execute & maintain UI (Web, Mobile app) and API automation suites. Debug and correct script and data issues in automation suites.
Understand automation framework and add automation test cases for the new features and regression test cases

The must-haves:
Bachelor in Computer Science or Equivalent Degree with at least 2 years of relevant working experience a QA Engineer/ Tester.
Hands-on experience in testing Android, iOS Mobile apps and APIs preferably.
Should be able to Requirement docs and derive test cases for new features along with impacted features.
Should have a deeper understanding of the product at the implementation level, should be able to analyze logs and API responses in the Micro-Service integration level.
Should have exposure to Agile and weekly sprint and release working models.
Should have coding experience and hands-on with automation (Web, Mobile app and API automation)
Knowledge of Tools: Charles, Postman, UI Automation Tools(Selenium, Appium, etc..), Testing Frameworks (Mocha, TestNG, etc.. ), Languages (Any OOPs language, TypeScript, Go, Java, etc..)
Excellent communication skills
Team player who endorses collaborative work style"
Android Developer,"Lucknow, Uttar Pradesh",BFC Group,"₹15,000 - ₹30,000 a month",Organic,"Design and build advanced location context ( geofencing ) based applications for the Android platform.
- Collaborate with cross-functional teams to define, design, and ship new features.
- Work with outside data sources and API's.
- Unit-test code for robustness, including edge cases, usability, and general reliability.
- Work on bug fixing and improving application performance.
- Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
- Android Developer requirements and qualifications
- BE/MS degree in Computer Science, Engineering or a related subject
- Prior experience with geofencing solution and technologies is a must have
Key Skills
android sdk, GITContinuous Integration, android studio, User Interface Designing, rx javacore java
Required Experience and Qualifications
3 years of software development experience
- 2 years of Android development
- Have published at least one original Android app
- Experience with Android SDK
- Experience working with remote data via REST and JSON
- Experience with third-party libraries and APIs
- Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
- Solid understanding of the full mobile development life cycle
- Critical thinker and problem-solving skills
- Team player
- Good time-management skills
- Great interpersonal and communication skills
Job Type: Full-time
Job Type: Full-time
Salary: ₹15,000.00 - ₹30,000.00 per month
Experience:
Android development: 3 years (Preferred)
work: 1 year (Preferred)
total work: 3 years (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)"
Senior Android Developer,"Navi Mumbai, Maharashtra",Testbook,None,Organic,"About Testbook –

The fastest rising startup in the EdTech space, Testbook is poised to revolutionize the industry. With a registered user base of over 75 lakh students and a knockout Android App, Testbook has raced to the front and is ideally placed to capture bigger markets.
Testbook is the perfect incubator for talent. You come, you learn, you conquer. You train under the best mentors and become an expert in your field in your own right. That being said, the flexibility in the projects you choose, how and when you work on them, what you want to add to them is respected in this startup. You are the sole master of your work.
But it’s not all about work. Testbook is a family that likes to party, and often. Testbook is where you form bonds for life and connections that last forever. Just like that chacha you can’t shake off on Whatsapp, texting you about the next binge fest.
The IIT pedigree of the co-founders has attracted some of the brightest minds in the country to Testbook. A team that is quickly swelling in ranks and the number is rocketing weekly. Now is the time to join the force.


Key Responsibility

1. Co-ordination with content writers to publish new content & updating of existing content.
2. Basic technical knowledge of Canva, HTML, CSS, and web publishing.
3. Hands-on experience with MS Office (Word/Excel).
4. Experience publishing and managing content across different CMS.
5. Basic knowledge of SEO.

Desired Qualification
Have great communication and writing skills
Have proven ability of a Content writer
Have an aptitude for marketing and branding
Have good analytical skills
Have strong organizational skills and the ability to meet strict deadlines,
Work independently
Are technically sound"
Android Developer (Kotlin),"Ahmedabad, Gujarat",codExalters Techlabs,"₹15,000 - ₹25,000 a month",Organic,"Job Summary
We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications.
Responsibilities and Duties
Design and build advanced applications for the Android platform
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and API’s
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Job Types: Full-time, Contract
Salary: ₹15,000.00 - ₹25,000.00 per month
Experience:
Android Development: 2 years (Preferred)
Education:
Bachelor's (Required)"
Sr. Android Developer,"Mohali, Punjab",Ghrix Technologies Pvt. Ltd.,"₹20,000 - ₹40,000 a month",Organic,"We are looking for a qualified Android developer to join our app development team. You will be working with our engineers/ developers to develop and maintain high quality mobile application features. If you’re passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you.
As a Sr. Android developer, you’ll collaborate with internal teams to develop functional mobile applications, while working in a fast-paced environment. Ultimately, you should be able to design and build the next generation of our mobile applications.
What we are looking for:
Knowledge of Firebase, RealmDB
Knowledge of MVP / MVVM
Knowledge of Kotlin is good to have
Sound knowledge of Android Activity life-cycle and different applications.
Responsibilities:
1. Support the entire application lifecycle (concept, design, test, release and support)
2. Produce fully functional mobile applications writing clean code
3. Gather specific requirements and suggest solutions
4. Write unit and UI tests to identify malfunctions
5. Troubleshoot and debug to optimize performance
6. Design interfaces to improve user experience
7. Liaise with Product development team to plan new features
8. Ensure new and legacy applications meet quality standards
9. Research and suggest new mobile products, applications and protocols
10. Stay up-to-date with new technology trends
11. Design and build advanced applications for Android platform
12. Unit-test code for robustness, including edge cases, usability, and general reliability
13. Improving application performance, optimization for loading times
14. Continuously discover, evaluate, and implement new technologies to maximize development efficiency
15. Familiarity with RESTful APIs to connect Android applications to back-end services.
16. Design, build and maintain high performance, reusable, and reliable Java code
17. Translate designs and wireframes into high-quality code.
18. Ensure the best possible performance, quality, and responsiveness of the application.
19. Identify and correct bottlenecks and fix bugs.
20. Experience consuming and/or designing REST APIs
21. Developing android mobile application by understanding the requirements given by clients.
22. Understanding the requirement specification for the product
23. Building and Designing advanced Android applications for Android platform.
24. Cross-functional team collaboration to design, define and ship new features
25. Developing, releasing, and maintaining Android Applications Required Experience, Skills and
Qualifications:
1. Proven work experience as a Mobile developer
2. Demonstrable portfolio of released applications on the App store or the Play Store
3. In-depth knowledge of Java/Kotlin
4. Experience with third-party libraries and APIs
5. Familiarity with OOP design principles
6. Excellent analytical skills with a good problem-solving attitude
7. Ability to perform in a team environment
8. BSc degree in Computer Science or relevant field
9. Skills - Android, Android Studio, SDK, Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes, Kotlin.
Job Type: Full-time
Salary: ₹20,000.00 - ₹40,000.00 per month
Experience:
Android Developmet: 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Android Developer,"Rajkot Saurastra, Gujarat",GOAL ENTREPRENEUR,"₹18,000 - ₹25,000 a month",Organic,"A candidate should be having good knowledge of android lanugage
Android studio experience
good experience in relevant post.
Job Type: Full-time
Salary: ₹18,000.00 - ₹25,000.00 per month
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
Yes"
Mobile App Developer,"Ranchi, Jharkhand",MILDTRIX BUSINESS SOLUTIONS PVT LTD,"₹2,00,000 - ₹6,00,000 a year",Organic,"Full time Mobile App Developer having 2+ Years of experience in Flutter, Node JS, Angular Or React.
Salary as per experience. Best in city.
Job Types: Full-time, Contract, Walk-In
Salary: ₹200,000.00 - ₹600,000.00 per year
Experience:
.Net: 1 year (Preferred)
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Java: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Android App Developer,"Bhopal, Madhya Pradesh",PAHAL INFOSYSTEM PRIVATE LIMITED,"₹28,000 - ₹40,000 a month",Organic,"Android Mobile App Developer
Experience- Emulator, Android studio, Web Services, Api, Google cloud product, Firebase, Material Design
Job Type: Full-time
Salary: ₹28,000.00 - ₹40,000.00 per month
Experience:
android development: 3 years (Required)
android: 3 years (Required)
Java: 2 years (Required)
Industry:
Software Development
Work Remotely:
No"
Software Engineer -PHP-SQL,"Kochi, Kerala",Look4Services UK,"₹30,000 - ₹40,000 a month",Organic,"Job Description
Location: Remote Working (Due to Covid) / Kerala/ Visit to UK
Travel Required: Travel to UK/EU to Customer site When required*
Will Train Applicant(s): Will Train Applicant(s) New technology
Interview SKYPE: Look4Services / Zoom
Job Summary:
Look4Services is a consulting company based out of UK and we are looking for creative minded Software Engineers and technical Developers with sound development experience in both PHP/ Python coding for MVC applications for e-Commerce. Several years of knowledge of PHP frameworks (Codeigniter**, Laravel ), LAMP with independent self-managed and proactive attitude. Previous experience in App Development on Android and IOS would be advantages
The Candidates career will grow with the company at a critical state of our product launch (www.stardealmedical.com) and extend its capability. Training will be given on advanced tools and opportunities for R&D in VR, IOT and Data Science. On-Site visit to UK may be required after Covid restrictions are removed
Roles and Responsibilities:
· Analysis existing code for its improvements.
· Designing and developing websites using PHP frameworks such as CodeIgniter and Laravel
· Develop using design patterns with maximum Reuse and clean code
· Good hands-on skills in Object Oriented Programming
· Build efficient, testable, and reusable PHP modules
· Strong Integration development of RESTful Services and APIs
· Implementing appropriate Data algorithms
· Data Model and SQL Development in MySQL, SQLServer or MangoDB
· Integration of data storage solutions {{may include databases, key-value stores, blob stores, etc.}
· Performance tuning
Skills and Requirements:
· Experience and Strong knowledge of PHP web /MVC frameworks {{such as CodeIgniter, Laravel, Yii, etc ) and MySQL
· Understanding the fully synchronous behavior of PHP
· E-Commerce Design and process patterns
· Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
· Understanding accessibility and security compliance
· Development of CSS, JQueries and Reuse of Bootstrap and its customisation
· Integration of user-facing elements developed by front-end developers
· Develop Microservices based on RESTFul services /APIs
· Strong knowledge of the common PHP or web server exploits and their solutions
· User authentication and authorization between multiple systems, servers, and environments
· Proficient understanding of code versioning tools, such as Git
Additional Information:
· Self-Managed work style with proactive in team engagement
· Work with remote team members and coordinate development when required
· App and Unity Development skills is not mandatory but considered advantages
Education : Technical Or Degree Qualification (Computing and IT background with programming in Course work)
Job Type: Full-time
Salary: ₹30,000.00 - ₹40,000.00 per month
Experience:
PHP: 2 years (Required)
LAMP: 2 years (Required)
Microsoft or Linux: 1 year (Preferred)
My SQL: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Android Developer,"Ahmedabad, Gujarat",Breenda HR Solutions,"₹10,000 - ₹20,000 a month",Organic,"Responsible for requirement analysis,
Mobile UI design,
Web service integration,
Android studio expertize,
Android development,
SQLite database or other,
Testing and project delivery.
Added advantage if having knowledge of library integrations like firebase, google map, payment SDKs, and other third party libraries etc.
Required Candidate profile
Must have work on live projects and end to end delivery.
Good experience in Android mobile app development.
Job Type: Full-time
Salary: ₹10,000.00 - ₹20,000.00 per month
Experience:
Android development: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
No"
PHP CODEIGNITER DEVELOPER,"Delhi, Delhi",Flamingo infotech,None,Organic,"Hiring PHP Codeigniter Developer
Skills required
Html/css
Bootstrap
Javascript
Ajax
Php codeigniter framework
Laravel
Api for android and ios
Experienced candidates may apply
Job Type: Full-time
Experience:
Laravel: 2 years (Preferred)
Php codeigniter: 2 years (Required)
Education:
Bachelor's (Preferred)
Licence:
Php codeigniter (Preferred)
Programming Languages needed:
PHP (Preferred)
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19"
Android Developer,"Chennai, Tamil Nadu",Newline Infotech,"₹1,80,000 - ₹3,60,000 a year",Organic,"We are looking for a senior android developer,
Strong Knowledge of Android Java.
Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes.
Strong knowledge of Android UI design principles, patterns, and best practices.
Experience in offline storage, threading, and performance tuning.
Familiarity with cloud message APIs and push notifications.
Practical knowledge of Git and its applications.
Strong knowledge of Coding design patterns and Architectures like MVVM
Familiarity with REST API to connect Android applications with back-end services.
Knowledge of the open-source Android ecosystem and the libraries available for common tasks.
Ability to design applications around natural user interfaces, such as “touch”.
Good verbal and written communication in English.
Job Responsibilities:
Translate designs and wireframes into high quality code.
Designing and developing advanced applications for the Android platform.
Collaborate with cross-functional teams to define, design, and ship new features.
Unit-testing code for robustness, including edge cases, usability, and general reliability.
Bug fixing and improving application performance.
Continuously discover, evaluate, and implement new ways to maximize development efficiency.
Experience with libraries such as Retrofit, GSON, Dagger 2, Data Binding, RxJava & RxAndroid.
Work with the team to meet the project deadlines.
Good To have
Knowledge in Kotlin.
Knowledge of Multi-Language support in apps.
Knowledge about payment gateway integration.
Knowledge of social integration like Facebook, Linkedin etc.
Share your profile on at the earliest
Job Type: Contract
Salary: ₹180,000.00 - ₹360,000.00 per year
Experience:
work: 1 year (Required)
total work: 1 year (Required)
Education:
Higher Secondary(12th Pass) (Preferred)
Work Remotely:
Yes"
Flutter Mobile App Developer,"Pune, Maharashtra","Cypress Global Services, Inc",None,Organic,"Company Description
Cypress Global Services (CGS) is a growing Recruiting firm based in North Houston, TX. Specializing in Staffing Solutions, CGS provides our clients with industry leading IT Specialists nationwide for all types of placements, i.e. Temp, Contract, and Full-time.

Job Description
Cross-platform mobile app developers who have developed mobile apps with a familiarity of Flutter
Should have worked and successfully deployed apps using Flutter framework
Experience with third-party libraries and APIs.
Experience in API integration.
Strong knowledge of Flutter and how to deal with different screen sizes.
Addon knowledge of Android SDK, different versions of Android
Familiarity with REST API
Sound knowledge in JavaScript
Strong knowledge of UI design principles, patterns, and best practices
Understanding of Google’s Android design principles and interface guidelines
Proficient understanding of code versioning tools, such as Gitlab.
Experienced in Flutter for App development
4 years of experience and a track record in building Mobile Applications
Ability to build an application from scratch
A great eye for detail and design

Qualifications

null

Additional Information
Company Culture
We are a laid back team - focusing on collaboration and innovation."
Android Developer,"Gurgaon, Haryana",Innovatus Technologies India,"₹20,000 - ₹30,000 a month",Organic,"About Innovatus Technologies Private Limited
We are a startup with our first launch in Nov 2019. We offer apartment management solutions to our clients. Our founders are ex-senior bankers with significant global experience. The product has a good initial response and a huge growth opportunity. Right candidates will have tremendous long term prospects including variable incentives and revenue share, amongst other things.
About the work from home job/internship
Selected intern's day-to-day responsibilities include:
1. Designing and building advanced applications for the Android and for iOS platform
2. Working on collaborating with cross-functional teams to define, design, and ship new features
3. Working with outside data sources and APIs
4. Developing unit-test code for robustness, including edge cases, usability, and general reliability
5. Working on bug fixing and improving application performance
6. Working continuously on discovering, evaluating, and implementing new technologies to maximize development efficiency
7. Building in REST API on its own and a database is a plus
Skill(s) required
Android SDK, Java, MySQL, XML, ReactJS , REST APIs, MYSQL, React Native
Job Types: Full-time, Part-time, Internship, Fresher
Salary: ₹20,000.00 - ₹30,000.00 per month
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
Yes"
Mobile App Developer,"Delhi, Delhi",CIYA Technologies,None,Organic,"A mobile developer is responsible for translating code into user-friendly applications. They collaborate with internal teams to develop functional mobile applications while working in a fast-paced environment.
Responsibilities:
Identify and plan for new features.
Identify and plan for new features.
Develop application programming interfaces (APIs) to support mobile functionality
Suggest and implement new mobile products, applications and protocols
Communicate with users to understand their needs and experiences.
Fixing Bugs and performance problems.
Writing clean, readable and testable code.
Qualifications:
1-3 years ofdemonstrable experience.
Technologies: Phone Gap or Cordova or any other cross platform.
Experience with third party libraries and APIs
Experience with profiling and debugging mobile application.
Job Type: Full-time
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Developer: 1 year (Preferred)
Java: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
Quality Assurance Engineer I,"Bengaluru, Karnataka",ADCI - Karnataka,None,Organic,"1+ year of experience working as a Quality Assurance Engineer
Experience in manual testing
Experience in automation testing
Bachelor's Degree
Experience in manual testing and automation testing
Bachelor’s degree in Computer Science, Computer Engineering or related field or equivalent work experience.
3+ years of test engineering experience.
Understanding of QA processes and concepts including test plan, test case preparation, and testing methodologies, agile a plus.
Demonstrated knowledge of professional software engineering best practices for the full software development life cycle, including coding standards, code reviews, source control, build and release processes, continuous deployment, and test suite development and maintenance.
Define test plans, test suites, test cases as well as utilize automated tools to optimize the STLC.
Experience in Core Java, Python, JavaScript scripting and user-level test automation.
Hands-on experience with automated testing tools like Selenium, Appium for android and iOS.

Amazon's Ring is looking for is looking for high-energy, detail-oriented, and technically-savvy Quality Assurance Engineers to perform quality assurance testing. QAEs at Amazon are excellent individual contributors capable of understanding business requirements and converting them to QA understandable testcases, driving test execution, capturing errors and automating those test cases. QAEs would be trying to understand application performance, functionality, features to great depth which would enable them to report issues and also take ownership in automating the repetitive tasks. QAEs are highly accurate in performing application tests, reporting the behavior ensuring that there is no ambiguity while reproducing issues. High quality and accuracy is maintained throughout the application release without compromising on deadlines.

Role Responsibilities:
As a Quality Assurance Engineer, you will:
Work closely with engineers and business owners throughout the development and testing life cycle, review requirements, specifications and technical design documents
Drive the creation of test plans and test cases, efficiently execute test cases across all functional and UI areas of our products
Estimate, prioritize, plan and coordinate testing activities
Design, develop and execute automation scripts using open source tools
Identify, record, document thoroughly and track bugs
Perform thorough regression testing when bugs are resolved
Develop and apply testing processes for new and existing products to meet client needs
Collaborate with internal teams (e.g. developers and product managers) to identify system requirements
Monitor debugging process results

About Ring
Since its founding in 2013, Ring has been on a mission to make neighborhoods safer. From the video doorbell, to Ring Alarm, which was named #1 in Customer Satisfaction for DIY Home Security Systems by J.D. Power, Ring’s smart home security product line, as well as the Neighbors app, offer users affordable whole-home and neighborhood security. At Ring, we are committed to making home and neighborhood security accessible and effective for everyone - while working hard to bring communities together. Ring is an Amazon company. For more information, visit www.ring.com. With Ring, you’re always home.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us//.

Excellent verbal and written communication skills, especially excellence in technical communications with peers who may be remote.
Good knowledge of software QA methodologies, automation tools and processes
Experience in writing clear, concise and comprehensive test plans and test cases
Shows creativity and initiative to improve product test coverage and effectiveness.
Experience working in an agile/scrum development process
Experience with performance and/or security testing is a plus"
Android Application-Developer,"Bengaluru, Karnataka",Wipro Limited,None,Organic,"Job Description

Key skills required for the job are:
Android Application-L3 (Mandatory)
As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. You should be able to work as an independent team member, capable of applying judgment to plan and execute your tasks. You should have in-depth knowledge of at least one development technology/ programming language. You should be able to respond to technical queries / requests from team members and customers. You should be able to coach, guide and mentor junior members in the team.
Minimum work experience: 3 - 5 Years
Roles & Responibilities
""As a Senior Developer, you are responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. You should be able to work as an independent team member, capable of applying judgment to plan and execute your tasks. You should have in-depth knowledge of at least one development technology/ programming language. You should be able to respond to technical queries / requests from team members and customers. You should be able to coach, guide and mentor junior members in the team.
""

We are an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, sexual orientation, disability status, protected veteran status, or any other characteristic protected by law.
Wipro does not charge any fee at any stage of the recruitment process and has not authorised agencies/partners to collect any fee for recruitment. If you encounter any suspicious mail, advertisements or persons who offer jobs at Wipro, please do let us know by contacting us on helpdesk.recruitment@wipro.com
Mandatory Skills
Android Application-L3"
Android Developer,"Pune, Maharashtra",Impel Task HR Pvt Ltd,"₹2,00,000 - ₹3,00,000 a year",Organic,"We have Requirement of Android developer.
Jd follows:
1) Experience : 2 plus years .
2) Education : BE/MCA
3) Good aptitude.
4) Skills : Core Java, Android, Firebase , SQl
Exposure to rest based APIs would be preferable.
5) CTC : Rs 1.8 Lakh to Rs 3.0 Lakh per annum.
Job Type: Full-time
Salary: ₹200,000.00 - ₹300,000.00 per year
Experience:
Android development: 2 years (Required)
work: 1 year (Preferred)
total 5 yrs work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Preferred)"
Software Development - Trainee Freshers,"Chandigarh, Chandigarh",STEP2GEN TECHNOLOGIES,"₹90,000 - ₹1,75,000 a year",Organic,"Other Benefits - Excellent growth and advancement opportunities.
Excellent opportunity to learn leadership skills.
Functional Area Engineering
Industry Type IT-Software-Software Services
Keywords android development, development, Software Development, android studio, JAVA, kotlin ,Full Stack Developer Internship
We at Step2gen Technologies are actively recruiting freshers for software developer profile to join our ambitious and fastest-growing company based in Mohali. Our aim is to help engineers to gain industries best of the best knowledge on the latest technologies and apply it to build high-quality, innovative and fully performing software that complies with best coding standards. You will get an opportunity to work with international clients under the guidance of mentors having 15+ years of experience in development. The key areas to work on are Asp.net, MVC, C#, Entity Framework, SQL database, JavaScript, Jquery, Angular, AWS, Microsoft Azure, Google cloud etc.
Desired Candidate Profile
Profile Description
Experience: Fresher

Desired skills: This opportunity is for logical and energetic youngsters having:
Strong logical skills MUST
Good knowledge of object-oriented programming skills and the basics of SQL
Java/C++, DBMS, Data Structure
Good communication skills

Qualification: B.Tech (CSE/IT) / MCA / MSc IT with a good academic record.
Under Graduate Qualification BCA / BCM (Any Specialization) BE / B.Tech (Any Specialization)
PG Qualifications MCA (Any Specialization)
Note: Candidate should have either UG or PG qualifications"
Android Developer,"Mohali, Punjab",Kapsons,"₹20,000 - ₹30,000 a month",Organic,"Experience : : 2-3 Yrs
Personal skills:
We are looking for a versatile candidate having good experience in in end to end development of Android Application. Candidate will be responsible for below given tasks
Responsibilities:
· Good knowledge of mobile applications for Android.
· Strong ability to Identify and correct bottlenecks and fix bugs.
· Regularly brainstorm and improve the app, come up with features
· Developing, releasing, and maintaining Android Applications and oversee mobile application development efforts
· Good understanding of the latest Android features and libraries such as Retrofit, Volley, SQLite, RxJava.
· Good understanding of designing architecture such as MVC, MVP, MVVM.
· Proficient in using android studio
· Familiarity with RESTful APIs, SDK integration, Firebase, and Analytics platforms.
· Good Knowledge in OO design, JAVA, RESTful APIs, JSON, Android SDK, Eclipse and Android Studio.
· Knowledge of SQLite, Graph & Chart API and other Google APIs and UI & UX designing.
· Optimizing performance for the apps and keep up to date on the latest industry trends in the mobile technologies.
· Good grasp of algorithms, design patterns, memory management, and multi threaded programming.
· Integration of Payment Gateway, Social integration, Analytics Usage/Operation, etc.
Personal skills:
· Excellent problem solving and analytical skills
· Excellent written and verbal communication skills
· Ability to work in a team and individually
Job Type: Full-time
Pay: ₹20,000.00 - ₹30,000.00 per month
Experience:
Android development: 2 years (Preferred)
work: 2 years (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
No"
Android Developer (Kotlin),"Ahmedabad, Gujarat",codExalters Techlabs,"₹15,000 - ₹25,000 a month",Organic,"Job Summary
We are looking for an Android Developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications.
Responsibilities and Duties
Design and build advanced applications for the Android platform
Collaborate with cross-functional teams to define, design, and ship new features.
Work with outside data sources and API’s
Unit-test code for robustness, including edge cases, usability, and general reliability.
Work on bug fixing and improving application performance.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Job Types: Full-time, Contract
Salary: ₹15,000.00 - ₹25,000.00 per month
Experience:
Android Development: 2 years (Preferred)
Education:
Bachelor's (Required)"
Android App Developer,"Bhopal, Madhya Pradesh",PAHAL INFOSYSTEM PRIVATE LIMITED,"₹28,000 - ₹40,000 a month",Organic,"Android Mobile App Developer
Experience- Emulator, Android studio, Web Services, Api, Google cloud product, Firebase, Material Design
Job Type: Full-time
Salary: ₹28,000.00 - ₹40,000.00 per month
Experience:
android development: 3 years (Required)
android: 3 years (Required)
Java: 2 years (Required)
Industry:
Software Development
Work Remotely:
No"
Mobile App Developer,"Ranchi, Jharkhand",MILDTRIX BUSINESS SOLUTIONS PVT LTD,"₹2,00,000 - ₹6,00,000 a year",Organic,"Full time Mobile App Developer having 2+ Years of experience in Flutter, Node JS, Angular Or React.
Salary as per experience. Best in city.
Job Types: Full-time, Contract, Walk-In
Salary: ₹200,000.00 - ₹600,000.00 per year
Experience:
.Net: 1 year (Preferred)
software development: 1 year (Preferred)
total work: 1 year (Preferred)
Java: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
Sr. Android Developer,"Mohali, Punjab",Ghrix Technologies Pvt. Ltd.,"₹20,000 - ₹40,000 a month",Organic,"We are looking for a qualified Android developer to join our app development team. You will be working with our engineers/ developers to develop and maintain high quality mobile application features. If you’re passionate about mobile platforms and translating code into user-friendly apps, we would like to meet you.
As a Sr. Android developer, you’ll collaborate with internal teams to develop functional mobile applications, while working in a fast-paced environment. Ultimately, you should be able to design and build the next generation of our mobile applications.
What we are looking for:
Knowledge of Firebase, RealmDB
Knowledge of MVP / MVVM
Knowledge of Kotlin is good to have
Sound knowledge of Android Activity life-cycle and different applications.
Responsibilities:
1. Support the entire application lifecycle (concept, design, test, release and support)
2. Produce fully functional mobile applications writing clean code
3. Gather specific requirements and suggest solutions
4. Write unit and UI tests to identify malfunctions
5. Troubleshoot and debug to optimize performance
6. Design interfaces to improve user experience
7. Liaise with Product development team to plan new features
8. Ensure new and legacy applications meet quality standards
9. Research and suggest new mobile products, applications and protocols
10. Stay up-to-date with new technology trends
11. Design and build advanced applications for Android platform
12. Unit-test code for robustness, including edge cases, usability, and general reliability
13. Improving application performance, optimization for loading times
14. Continuously discover, evaluate, and implement new technologies to maximize development efficiency
15. Familiarity with RESTful APIs to connect Android applications to back-end services.
16. Design, build and maintain high performance, reusable, and reliable Java code
17. Translate designs and wireframes into high-quality code.
18. Ensure the best possible performance, quality, and responsiveness of the application.
19. Identify and correct bottlenecks and fix bugs.
20. Experience consuming and/or designing REST APIs
21. Developing android mobile application by understanding the requirements given by clients.
22. Understanding the requirement specification for the product
23. Building and Designing advanced Android applications for Android platform.
24. Cross-functional team collaboration to design, define and ship new features
25. Developing, releasing, and maintaining Android Applications Required Experience, Skills and
Qualifications:
1. Proven work experience as a Mobile developer
2. Demonstrable portfolio of released applications on the App store or the Play Store
3. In-depth knowledge of Java/Kotlin
4. Experience with third-party libraries and APIs
5. Familiarity with OOP design principles
6. Excellent analytical skills with a good problem-solving attitude
7. Ability to perform in a team environment
8. BSc degree in Computer Science or relevant field
9. Skills - Android, Android Studio, SDK, Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes, Kotlin.
Job Type: Full-time
Salary: ₹20,000.00 - ₹40,000.00 per month
Experience:
Android Developmet: 3 years (Required)
Education:
Bachelor's (Required)
Work Remotely:
Temporarily due to COVID-19"
Android Developer,"Rajkot Saurastra, Gujarat",GOAL ENTREPRENEUR,"₹18,000 - ₹25,000 a month",Organic,"A candidate should be having good knowledge of android lanugage
Android studio experience
good experience in relevant post.
Job Type: Full-time
Salary: ₹18,000.00 - ₹25,000.00 per month
Experience:
Android development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)
Programming Languages needed:
Java (Preferred)
Work Remotely:
Yes"
